current time 20220418_002206
creating new summary file
argv: ['--local_rank=0', '--logdir', '48,32,8', '--dataset=dtu_yao', '--batch_size=1', '--trainpath=./mvs_training/', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--numdepth=192', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '1', '--eval_freq', '3']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	./mvs_training/               	<class 'str'>       
testpath  	./mvs_training/               	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	2                             	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	1                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	48,32,8                       	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 934304
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/2, Iter 0/27097, lr 0.000335, train loss = 332.328, depth loss = 94.844, time = 26.502
Epoch 0/2, Iter 23150/27097, lr 0.001000, train loss = 8.781, depth loss = 2.453, time = 1.239
Epoch 0/2, Iter 23200/27097, lr 0.001000, train loss = 31.843, depth loss = 8.787, time = 1.322
Epoch 0/2, Iter 23250/27097, lr 0.001000, train loss = 39.024, depth loss = 10.997, time = 1.239
Epoch 0/2, Iter 23300/27097, lr 0.001000, train loss = 16.128, depth loss = 4.098, time = 1.325
Epoch 0/2, Iter 23350/27097, lr 0.001000, train loss = 11.637, depth loss = 3.171, time = 1.284
Epoch 0/2, Iter 23400/27097, lr 0.001000, train loss = 7.072, depth loss = 1.958, time = 1.287
Epoch 0/2, Iter 23450/27097, lr 0.001000, train loss = 17.509, depth loss = 4.936, time = 1.247
Epoch 0/2, Iter 23500/27097, lr 0.001000, train loss = 11.720, depth loss = 3.066, time = 1.292
Epoch 0/2, Iter 23550/27097, lr 0.001000, train loss = 25.524, depth loss = 7.039, time = 1.223
Epoch 0/2, Iter 23600/27097, lr 0.001000, train loss = 5.539, depth loss = 1.425, time = 1.296
Epoch 0/2, Iter 23650/27097, lr 0.001000, train loss = 16.427, depth loss = 4.523, time = 1.295
Epoch 0/2, Iter 23700/27097, lr 0.001000, train loss = 5.365, depth loss = 1.282, time = 1.318
Epoch 0/2, Iter 23750/27097, lr 0.001000, train loss = 16.378, depth loss = 3.984, time = 1.253
Epoch 0/2, Iter 23800/27097, lr 0.001000, train loss = 5.738, depth loss = 1.519, time = 1.264
Epoch 0/2, Iter 23850/27097, lr 0.001000, train loss = 18.564, depth loss = 5.025, time = 1.339
Epoch 0/2, Iter 23900/27097, lr 0.001000, train loss = 17.150, depth loss = 4.748, time = 1.284
Epoch 0/2, Iter 23950/27097, lr 0.001000, train loss = 8.938, depth loss = 2.400, time = 1.306
Epoch 0/2, Iter 24000/27097, lr 0.001000, train loss = 8.109, depth loss = 2.088, time = 1.310
Epoch 0/2, Iter 24050/27097, lr 0.001000, train loss = 12.273, depth loss = 3.263, time = 1.334
Epoch 0/2, Iter 24100/27097, lr 0.001000, train loss = 2.608, depth loss = 0.648, time = 1.355
Epoch 0/2, Iter 24150/27097, lr 0.001000, train loss = 5.685, depth loss = 1.554, time = 1.289
Epoch 0/2, Iter 24200/27097, lr 0.001000, train loss = 10.604, depth loss = 2.829, time = 1.343
Epoch 0/2, Iter 24250/27097, lr 0.001000, train loss = 35.873, depth loss = 9.969, time = 1.316
Epoch 0/2, Iter 24300/27097, lr 0.001000, train loss = 9.733, depth loss = 2.602, time = 1.292
Epoch 0/2, Iter 24350/27097, lr 0.001000, train loss = 5.264, depth loss = 1.240, time = 1.350
Epoch 0/2, Iter 24400/27097, lr 0.001000, train loss = 8.448, depth loss = 2.204, time = 1.309
Epoch 0/2, Iter 24450/27097, lr 0.001000, train loss = 9.434, depth loss = 2.436, time = 1.290
Epoch 0/2, Iter 24500/27097, lr 0.001000, train loss = 8.263, depth loss = 2.191, time = 1.368
Epoch 0/2, Iter 24550/27097, lr 0.001000, train loss = 6.796, depth loss = 1.788, time = 1.358
Epoch 0/2, Iter 24600/27097, lr 0.001000, train loss = 20.592, depth loss = 5.381, time = 1.319
Epoch 0/2, Iter 24650/27097, lr 0.001000, train loss = 5.991, depth loss = 1.504, time = 1.286
Epoch 0/2, Iter 24700/27097, lr 0.001000, train loss = 8.353, depth loss = 2.307, time = 1.327
Epoch 0/2, Iter 24750/27097, lr 0.001000, train loss = 3.514, depth loss = 0.858, time = 1.286
Epoch 0/2, Iter 24800/27097, lr 0.001000, train loss = 85.393, depth loss = 24.226, time = 1.340
Epoch 0/2, Iter 24850/27097, lr 0.001000, train loss = 9.933, depth loss = 2.703, time = 1.298
Epoch 0/2, Iter 24900/27097, lr 0.001000, train loss = 18.200, depth loss = 4.972, time = 1.332
Epoch 0/2, Iter 24950/27097, lr 0.001000, train loss = 7.973, depth loss = 2.101, time = 1.292
Epoch 0/2, Iter 25000/27097, lr 0.001000, train loss = 12.936, depth loss = 3.478, time = 1.349
Epoch 0/2, Iter 25050/27097, lr 0.001000, train loss = 10.796, depth loss = 2.920, time = 1.264
Epoch 0/2, Iter 25100/27097, lr 0.001000, train loss = 18.560, depth loss = 5.020, time = 1.386
Epoch 0/2, Iter 25150/27097, lr 0.001000, train loss = 43.521, depth loss = 11.053, time = 1.233
Epoch 0/2, Iter 25200/27097, lr 0.001000, train loss = 5.688, depth loss = 1.525, time = 1.265
Epoch 0/2, Iter 25250/27097, lr 0.001000, train loss = 8.422, depth loss = 2.085, time = 1.364
Epoch 0/2, Iter 25300/27097, lr 0.001000, train loss = 3.406, depth loss = 0.861, time = 1.267
Epoch 0/2, Iter 25350/27097, lr 0.001000, train loss = 7.147, depth loss = 1.866, time = 1.327
Epoch 0/2, Iter 25400/27097, lr 0.001000, train loss = 4.821, depth loss = 1.225, time = 1.356
Epoch 0/2, Iter 25450/27097, lr 0.001000, train loss = 4.506, depth loss = 1.117, time = 1.253
Epoch 0/2, Iter 25500/27097, lr 0.001000, train loss = 2.759, depth loss = 0.602, time = 1.248
Epoch 0/2, Iter 25550/27097, lr 0.001000, train loss = 6.383, depth loss = 1.663, time = 1.282
Epoch 0/2, Iter 25600/27097, lr 0.001000, train loss = 18.754, depth loss = 4.978, time = 1.275
Epoch 0/2, Iter 25650/27097, lr 0.001000, train loss = 13.935, depth loss = 3.709, time = 1.302
Epoch 0/2, Iter 25700/27097, lr 0.001000, train loss = 7.117, depth loss = 1.835, time = 1.300
Epoch 0/2, Iter 25750/27097, lr 0.001000, train loss = 35.785, depth loss = 10.057, time = 1.222
Epoch 0/2, Iter 25800/27097, lr 0.001000, train loss = 9.519, depth loss = 2.498, time = 1.320
Epoch 0/2, Iter 25850/27097, lr 0.001000, train loss = 12.220, depth loss = 3.282, time = 1.270
Epoch 0/2, Iter 25900/27097, lr 0.001000, train loss = 72.506, depth loss = 17.993, time = 1.216
Epoch 0/2, Iter 25950/27097, lr 0.001000, train loss = 4.396, depth loss = 1.130, time = 1.346
Epoch 0/2, Iter 26000/27097, lr 0.001000, train loss = 27.880, depth loss = 8.609, time = 1.344
Epoch 0/2, Iter 26050/27097, lr 0.001000, train loss = 13.645, depth loss = 3.476, time = 1.272
Epoch 0/2, Iter 26100/27097, lr 0.001000, train loss = 13.605, depth loss = 3.673, time = 1.306
Epoch 0/2, Iter 26150/27097, lr 0.001000, train loss = 7.620, depth loss = 2.000, time = 1.329
Epoch 0/2, Iter 26200/27097, lr 0.001000, train loss = 183.783, depth loss = 52.174, time = 1.353
Epoch 0/2, Iter 26250/27097, lr 0.001000, train loss = 14.221, depth loss = 3.811, time = 1.284
Epoch 0/2, Iter 26300/27097, lr 0.001000, train loss = 6.343, depth loss = 1.694, time = 1.292
Epoch 0/2, Iter 26350/27097, lr 0.001000, train loss = 10.141, depth loss = 2.670, time = 1.324
Epoch 0/2, Iter 26400/27097, lr 0.001000, train loss = 2.843, depth loss = 0.654, time = 1.383
Epoch 0/2, Iter 26450/27097, lr 0.001000, train loss = 17.991, depth loss = 4.891, time = 1.349
Epoch 0/2, Iter 26500/27097, lr 0.001000, train loss = 22.533, depth loss = 5.395, time = 1.238
Epoch 0/2, Iter 26550/27097, lr 0.001000, train loss = 12.607, depth loss = 3.445, time = 1.285
Epoch 0/2, Iter 26600/27097, lr 0.001000, train loss = 7.269, depth loss = 1.874, time = 1.301
Epoch 0/2, Iter 26650/27097, lr 0.001000, train loss = 3.989, depth loss = 0.987, time = 1.261
Epoch 0/2, Iter 26700/27097, lr 0.001000, train loss = 11.444, depth loss = 3.091, time = 1.261
Epoch 0/2, Iter 26750/27097, lr 0.001000, train loss = 8.868, depth loss = 2.483, time = 1.271
Epoch 0/2, Iter 26800/27097, lr 0.001000, train loss = 30.951, depth loss = 8.452, time = 1.363
Epoch 0/2, Iter 26850/27097, lr 0.001000, train loss = 1.858, depth loss = 0.417, time = 1.279
Epoch 0/2, Iter 26900/27097, lr 0.001000, train loss = 14.442, depth loss = 3.873, time = 1.305
Epoch 0/2, Iter 26950/27097, lr 0.001000, train loss = 18.520, depth loss = 5.084, time = 1.276
Epoch 0/2, Iter 27000/27097, lr 0.001000, train loss = 43.273, depth loss = 11.929, time = 1.275
Epoch 0/2, Iter 27050/27097, lr 0.001000, train loss = 1.821, depth loss = 0.443, time = 1.268
Epoch 0/2, Iter 0/7546, test loss = 10.902, depth loss = 2.949, time = 0.884613
Epoch 0/2, Iter 50/7546, test loss = 2.105, depth loss = 0.522, time = 0.530756
Epoch 0/2, Iter 100/7546, test loss = 2.243, depth loss = 0.522, time = 0.578963
Epoch 0/2, Iter 150/7546, test loss = 1.931, depth loss = 0.458, time = 0.582264
Epoch 0/2, Iter 200/7546, test loss = 2.333, depth loss = 0.574, time = 0.573012
Epoch 0/2, Iter 250/7546, test loss = 1.826, depth loss = 0.430, time = 0.644795
Epoch 0/2, Iter 300/7546, test loss = 1.362, depth loss = 0.302, time = 0.611003
Epoch 0/2, Iter 350/7546, test loss = 15.103, depth loss = 4.245, time = 0.580148
Epoch 0/2, Iter 400/7546, test loss = 19.353, depth loss = 5.394, time = 0.568789
Epoch 0/2, Iter 450/7546, test loss = 17.144, depth loss = 4.831, time = 0.533962
Epoch 0/2, Iter 500/7546, test loss = 12.362, depth loss = 3.294, time = 0.558779
Epoch 0/2, Iter 550/7546, test loss = 36.848, depth loss = 9.808, time = 0.576075
Epoch 0/2, Iter 600/7546, test loss = 14.277, depth loss = 3.951, time = 0.612749
Epoch 0/2, Iter 650/7546, test loss = 22.416, depth loss = 6.182, time = 0.649981
Epoch 0/2, Iter 700/7546, test loss = 12.923, depth loss = 3.555, time = 0.625467
Epoch 0/2, Iter 750/7546, test loss = 6.449, depth loss = 1.648, time = 0.612615
Epoch 0/2, Iter 800/7546, test loss = 12.459, depth loss = 3.350, time = 0.641463
Epoch 0/2, Iter 850/7546, test loss = 5.204, depth loss = 1.343, time = 0.628659
Epoch 0/2, Iter 900/7546, test loss = 4.030, depth loss = 0.972, time = 0.615466
Epoch 0/2, Iter 950/7546, test loss = 10.360, depth loss = 2.466, time = 0.644441
Epoch 0/2, Iter 1000/7546, test loss = 3.116, depth loss = 0.741, time = 0.641401
Epoch 0/2, Iter 1050/7546, test loss = 35.550, depth loss = 10.088, time = 0.583864
Epoch 0/2, Iter 1100/7546, test loss = 49.147, depth loss = 13.893, time = 0.544634
Epoch 0/2, Iter 1150/7546, test loss = 30.815, depth loss = 8.280, time = 0.569352
Epoch 0/2, Iter 1200/7546, test loss = 2.406, depth loss = 0.602, time = 0.624922
Epoch 0/2, Iter 1250/7546, test loss = 5.491, depth loss = 1.394, time = 0.606003
Epoch 0/2, Iter 1300/7546, test loss = 31.650, depth loss = 8.241, time = 0.667797
Epoch 0/2, Iter 1350/7546, test loss = 7.004, depth loss = 1.718, time = 0.583139
Epoch 0/2, Iter 1400/7546, test loss = 97.002, depth loss = 27.747, time = 0.631079
Epoch 0/2, Iter 1450/7546, test loss = 14.995, depth loss = 4.196, time = 0.581168
Epoch 0/2, Iter 1500/7546, test loss = 85.287, depth loss = 24.504, time = 0.602124
Epoch 0/2, Iter 1550/7546, test loss = 10.053, depth loss = 2.777, time = 0.575914
Epoch 0/2, Iter 1600/7546, test loss = 8.806, depth loss = 2.380, time = 0.583593
Epoch 0/2, Iter 1650/7546, test loss = 42.941, depth loss = 12.215, time = 0.639533
Epoch 0/2, Iter 1700/7546, test loss = 27.402, depth loss = 7.841, time = 0.629591
Epoch 0/2, Iter 1750/7546, test loss = 13.858, depth loss = 3.818, time = 0.491565
Epoch 0/2, Iter 1800/7546, test loss = 70.974, depth loss = 20.104, time = 0.531998
Epoch 0/2, Iter 1850/7546, test loss = 13.109, depth loss = 3.533, time = 0.611302
Epoch 0/2, Iter 1900/7546, test loss = 83.307, depth loss = 22.236, time = 0.564172
Epoch 0/2, Iter 1950/7546, test loss = 15.539, depth loss = 4.297, time = 0.602528
Epoch 0/2, Iter 2000/7546, test loss = 70.054, depth loss = 19.715, time = 0.661146
Epoch 0/2, Iter 2050/7546, test loss = 41.167, depth loss = 11.513, time = 0.619742
Epoch 0/2, Iter 2100/7546, test loss = 11.859, depth loss = 3.658, time = 0.617455
Epoch 0/2, Iter 2150/7546, test loss = 52.214, depth loss = 14.865, time = 0.482165
Epoch 0/2, Iter 2200/7546, test loss = 6.119, depth loss = 1.534, time = 0.583316
Epoch 0/2, Iter 2250/7546, test loss = 31.618, depth loss = 8.902, time = 0.580521
Epoch 0/2, Iter 2300/7546, test loss = 3.492, depth loss = 0.770, time = 0.611441
Epoch 0/2, Iter 2350/7546, test loss = 4.250, depth loss = 0.894, time = 0.565595
Epoch 0/2, Iter 2400/7546, test loss = 12.857, depth loss = 3.442, time = 0.593364
Epoch 0/2, Iter 2450/7546, test loss = 16.685, depth loss = 4.576, time = 0.605969
Epoch 0/2, Iter 2500/7546, test loss = 5.140, depth loss = 1.278, time = 0.621131
Epoch 0/2, Iter 2550/7546, test loss = 9.663, depth loss = 2.432, time = 0.616668
Epoch 0/2, Iter 2600/7546, test loss = 7.194, depth loss = 1.808, time = 0.603583
Epoch 0/2, Iter 2650/7546, test loss = 7.120, depth loss = 1.846, time = 0.621399
Epoch 0/2, Iter 2700/7546, test loss = 3.679, depth loss = 0.903, time = 0.622999
Epoch 0/2, Iter 2750/7546, test loss = 121.609, depth loss = 34.396, time = 0.578175
Epoch 0/2, Iter 2800/7546, test loss = 23.847, depth loss = 6.612, time = 0.632131
Epoch 0/2, Iter 2850/7546, test loss = 7.906, depth loss = 1.998, time = 0.648957
Epoch 0/2, Iter 2900/7546, test loss = 5.050, depth loss = 1.208, time = 0.613915
Epoch 0/2, Iter 2950/7546, test loss = 8.639, depth loss = 2.127, time = 0.576916
Epoch 0/2, Iter 3000/7546, test loss = 5.222, depth loss = 1.245, time = 0.631843
Epoch 0/2, Iter 3050/7546, test loss = 5.864, depth loss = 1.431, time = 0.617548
Epoch 0/2, Iter 3100/7546, test loss = 28.625, depth loss = 7.868, time = 0.553703
Epoch 0/2, Iter 3150/7546, test loss = 7.113, depth loss = 1.806, time = 0.657896
Epoch 0/2, Iter 3200/7546, test loss = 11.400, depth loss = 2.953, time = 0.589667
Epoch 0/2, Iter 3250/7546, test loss = 8.046, depth loss = 1.993, time = 0.626312
Epoch 0/2, Iter 3300/7546, test loss = 12.763, depth loss = 3.057, time = 0.529863
Epoch 0/2, Iter 3350/7546, test loss = 22.781, depth loss = 5.219, time = 0.591669
Epoch 0/2, Iter 3400/7546, test loss = 4.504, depth loss = 0.990, time = 0.628227
Epoch 0/2, Iter 3450/7546, test loss = 106.509, depth loss = 30.210, time = 0.532000
Epoch 0/2, Iter 3500/7546, test loss = 117.519, depth loss = 33.418, time = 0.511838
Epoch 0/2, Iter 3550/7546, test loss = 45.190, depth loss = 12.482, time = 0.569224
Epoch 0/2, Iter 3600/7546, test loss = 32.659, depth loss = 8.836, time = 0.578217
Epoch 0/2, Iter 3650/7546, test loss = 110.771, depth loss = 30.950, time = 0.593895
Epoch 0/2, Iter 3700/7546, test loss = 35.185, depth loss = 9.147, time = 0.625238
Epoch 0/2, Iter 3750/7546, test loss = 138.975, depth loss = 38.999, time = 0.624962
Epoch 0/2, Iter 3800/7546, test loss = 30.669, depth loss = 8.592, time = 0.537389
Epoch 0/2, Iter 3850/7546, test loss = 38.005, depth loss = 10.624, time = 0.497175
Epoch 0/2, Iter 3900/7546, test loss = 41.027, depth loss = 11.266, time = 0.562041
Epoch 0/2, Iter 3950/7546, test loss = 8.392, depth loss = 2.255, time = 0.584532
Epoch 0/2, Iter 4000/7546, test loss = 10.492, depth loss = 2.860, time = 0.625687
Epoch 0/2, Iter 4050/7546, test loss = 18.836, depth loss = 5.108, time = 0.601583
Epoch 0/2, Iter 4100/7546, test loss = 6.077, depth loss = 1.635, time = 0.649951
Epoch 0/2, Iter 4150/7546, test loss = 108.205, depth loss = 30.830, time = 0.560686
Epoch 0/2, Iter 4200/7546, test loss = 52.419, depth loss = 14.793, time = 0.540646
Epoch 0/2, Iter 4250/7546, test loss = 54.838, depth loss = 14.977, time = 0.594066
Epoch 0/2, Iter 4300/7546, test loss = 59.327, depth loss = 16.717, time = 0.582660
Epoch 0/2, Iter 4350/7546, test loss = 31.983, depth loss = 9.015, time = 0.615343
Epoch 0/2, Iter 4400/7546, test loss = 20.530, depth loss = 5.535, time = 0.593208
Epoch 0/2, Iter 4450/7546, test loss = 26.714, depth loss = 7.579, time = 0.610434
Epoch 0/2, Iter 4500/7546, test loss = 6.974, depth loss = 1.845, time = 0.531730
Epoch 0/2, Iter 4550/7546, test loss = 1.823, depth loss = 0.413, time = 0.601187
Epoch 0/2, Iter 4600/7546, test loss = 20.982, depth loss = 5.094, time = 0.598156
Epoch 0/2, Iter 4650/7546, test loss = 5.438, depth loss = 1.495, time = 0.540376
Epoch 0/2, Iter 4700/7546, test loss = 2.672, depth loss = 0.681, time = 0.583466
Epoch 0/2, Iter 4750/7546, test loss = 7.008, depth loss = 1.866, time = 0.569285
Epoch 0/2, Iter 4800/7546, test loss = 13.767, depth loss = 3.697, time = 0.628793
Epoch 0/2, Iter 4850/7546, test loss = 27.043, depth loss = 7.674, time = 0.589605
Epoch 0/2, Iter 4900/7546, test loss = 91.906, depth loss = 26.094, time = 0.521046
Epoch 0/2, Iter 4950/7546, test loss = 46.930, depth loss = 13.045, time = 0.559045
Epoch 0/2, Iter 5000/7546, test loss = 46.672, depth loss = 13.286, time = 0.558614
Epoch 0/2, Iter 5050/7546, test loss = 35.739, depth loss = 10.302, time = 0.565208
Epoch 0/2, Iter 5100/7546, test loss = 22.553, depth loss = 6.343, time = 0.572783
Epoch 0/2, Iter 5150/7546, test loss = 128.777, depth loss = 36.608, time = 0.588305
Epoch 0/2, Iter 5200/7546, test loss = 33.391, depth loss = 9.267, time = 0.613255
Epoch 0/2, Iter 5250/7546, test loss = 46.202, depth loss = 12.960, time = 0.636741
Epoch 0/2, Iter 5300/7546, test loss = 41.878, depth loss = 11.268, time = 0.591401
Epoch 0/2, Iter 5350/7546, test loss = 39.636, depth loss = 11.173, time = 0.558267
Epoch 0/2, Iter 5400/7546, test loss = 47.925, depth loss = 12.419, time = 0.613876
Epoch 0/2, Iter 5450/7546, test loss = 29.055, depth loss = 7.908, time = 0.603166
Epoch 0/2, Iter 5500/7546, test loss = 67.509, depth loss = 19.139, time = 0.543702
Epoch 0/2, Iter 5550/7546, test loss = 8.703, depth loss = 2.290, time = 0.560114
Epoch 0/2, Iter 5600/7546, test loss = 12.517, depth loss = 3.352, time = 0.572777
Epoch 0/2, Iter 5650/7546, test loss = 11.015, depth loss = 3.065, time = 0.591245
Epoch 0/2, Iter 5700/7546, test loss = 9.008, depth loss = 2.367, time = 0.649904
Epoch 0/2, Iter 5750/7546, test loss = 20.373, depth loss = 4.564, time = 0.699429
Epoch 0/2, Iter 5800/7546, test loss = 3.964, depth loss = 0.959, time = 0.618394
Epoch 0/2, Iter 5850/7546, test loss = 19.977, depth loss = 5.529, time = 0.625094
Epoch 0/2, Iter 5900/7546, test loss = 19.347, depth loss = 5.287, time = 0.611397
Epoch 0/2, Iter 5950/7546, test loss = 34.841, depth loss = 8.722, time = 0.586883
Epoch 0/2, Iter 6000/7546, test loss = 24.252, depth loss = 6.749, time = 0.605708
Epoch 0/2, Iter 6050/7546, test loss = 44.269, depth loss = 12.577, time = 0.639896
Epoch 0/2, Iter 6100/7546, test loss = 114.939, depth loss = 31.666, time = 0.617740
Epoch 0/2, Iter 6150/7546, test loss = 37.669, depth loss = 10.792, time = 0.630963
Epoch 0/2, Iter 6200/7546, test loss = 26.750, depth loss = 7.576, time = 0.594531
Epoch 0/2, Iter 6250/7546, test loss = 66.947, depth loss = 19.136, time = 0.606887
Epoch 0/2, Iter 6300/7546, test loss = 67.646, depth loss = 17.692, time = 0.524051
Epoch 0/2, Iter 6350/7546, test loss = 237.915, depth loss = 66.391, time = 0.477704
Epoch 0/2, Iter 6400/7546, test loss = 274.049, depth loss = 76.715, time = 0.536934
Epoch 0/2, Iter 6450/7546, test loss = 305.823, depth loss = 85.630, time = 0.615676
Epoch 0/2, Iter 6500/7546, test loss = 288.070, depth loss = 82.003, time = 0.569639
Epoch 0/2, Iter 6550/7546, test loss = 70.028, depth loss = 19.823, time = 0.662539
Epoch 0/2, Iter 6600/7546, test loss = 26.592, depth loss = 7.326, time = 0.654713
Epoch 0/2, Iter 6650/7546, test loss = 14.611, depth loss = 3.998, time = 0.641727
Epoch 0/2, Iter 6700/7546, test loss = 11.209, depth loss = 2.957, time = 0.682956
Epoch 0/2, Iter 6750/7546, test loss = 4.978, depth loss = 1.209, time = 0.666258
Epoch 0/2, Iter 6800/7546, test loss = 12.672, depth loss = 3.404, time = 0.609700
Epoch 0/2, Iter 6850/7546, test loss = 4.886, depth loss = 1.169, time = 0.639049
Epoch 0/2, Iter 6900/7546, test loss = 2.831, depth loss = 0.731, time = 0.650603
Epoch 0/2, Iter 6950/7546, test loss = 1.303, depth loss = 0.262, time = 0.635847
Epoch 0/2, Iter 7000/7546, test loss = 2.615, depth loss = 0.689, time = 0.691740
Epoch 0/2, Iter 7050/7546, test loss = 1.317, depth loss = 0.263, time = 0.619833
Epoch 0/2, Iter 7100/7546, test loss = 1.290, depth loss = 0.292, time = 0.535018
Epoch 0/2, Iter 7150/7546, test loss = 1.550, depth loss = 0.350, time = 0.601705
Epoch 0/2, Iter 7200/7546, test loss = 2.259, depth loss = 0.492, time = 0.646174
Epoch 0/2, Iter 7250/7546, test loss = 7.363, depth loss = 1.890, time = 0.642681
Epoch 0/2, Iter 7300/7546, test loss = 5.545, depth loss = 1.408, time = 0.614677
Epoch 0/2, Iter 7350/7546, test loss = 4.584, depth loss = 1.081, time = 0.676859
Epoch 0/2, Iter 7400/7546, test loss = 6.719, depth loss = 1.700, time = 0.649765
Epoch 0/2, Iter 7450/7546, test loss = 3.623, depth loss = 0.840, time = 0.637843
Epoch 0/2, Iter 7500/7546, test loss = 2.902, depth loss = 0.640, time = 0.619714
avg_test_scalars: {'loss': 33.580240555563755, 'depth_loss': 9.27112212098035, 'abs_depth_error': 9.632213057781795, 'thres2mm_error': 0.24466544281226763, 'thres4mm_error': 0.17411452656764345, 'thres8mm_error': 0.12999272107763696, 'thres14mm_error': 0.10253241870555822, 'thres20mm_error': 0.0881730974660516, 'thres2mm_abserror': 0.5784501726893383, 'thres4mm_abserror': 2.7810587735129326, 'thres8mm_abserror': 5.622493722474831, 'thres14mm_abserror': 10.568572042476838, 'thres20mm_abserror': 16.68948882927226, 'thres>20mm_abserror': 71.93596751665267}
Epoch 1:
Epoch 1/2, Iter 3/27097, lr 0.001000, train loss = 63.982, depth loss = 18.056, time = 1.316
Epoch 1/2, Iter 53/27097, lr 0.001000, train loss = 8.881, depth loss = 2.325, time = 1.286
Epoch 1/2, Iter 103/27097, lr 0.001000, train loss = 20.417, depth loss = 5.714, time = 1.356
Epoch 1/2, Iter 153/27097, lr 0.001000, train loss = 11.540, depth loss = 3.154, time = 1.285
Epoch 1/2, Iter 203/27097, lr 0.001000, train loss = 23.899, depth loss = 6.383, time = 1.407
Epoch 1/2, Iter 253/27097, lr 0.001000, train loss = 16.554, depth loss = 4.626, time = 1.319
Epoch 1/2, Iter 303/27097, lr 0.001000, train loss = 52.194, depth loss = 14.694, time = 1.338
Epoch 1/2, Iter 353/27097, lr 0.001000, train loss = 8.215, depth loss = 2.270, time = 1.260
Epoch 1/2, Iter 403/27097, lr 0.001000, train loss = 10.668, depth loss = 2.789, time = 1.325
Epoch 1/2, Iter 453/27097, lr 0.001000, train loss = 7.167, depth loss = 1.864, time = 1.374
Epoch 1/2, Iter 503/27097, lr 0.001000, train loss = 19.787, depth loss = 5.360, time = 1.339
Epoch 1/2, Iter 553/27097, lr 0.001000, train loss = 4.068, depth loss = 0.960, time = 1.270
Epoch 1/2, Iter 603/27097, lr 0.001000, train loss = 25.957, depth loss = 5.799, time = 1.321
Epoch 1/2, Iter 653/27097, lr 0.001000, train loss = 32.078, depth loss = 9.043, time = 1.292
Epoch 1/2, Iter 703/27097, lr 0.001000, train loss = 6.551, depth loss = 1.656, time = 1.268
Epoch 1/2, Iter 753/27097, lr 0.001000, train loss = 9.746, depth loss = 2.664, time = 1.272
Epoch 1/2, Iter 803/27097, lr 0.001000, train loss = 46.120, depth loss = 13.065, time = 1.363
Epoch 1/2, Iter 853/27097, lr 0.001000, train loss = 6.975, depth loss = 1.872, time = 1.272
Epoch 1/2, Iter 903/27097, lr 0.001000, train loss = 3.636, depth loss = 0.937, time = 1.314
Epoch 1/2, Iter 953/27097, lr 0.001000, train loss = 14.460, depth loss = 3.917, time = 1.292
Epoch 1/2, Iter 1003/27097, lr 0.001000, train loss = 99.405, depth loss = 28.144, time = 1.314
Epoch 1/2, Iter 1053/27097, lr 0.001000, train loss = 7.661, depth loss = 2.128, time = 1.269
Epoch 1/2, Iter 1103/27097, lr 0.001000, train loss = 4.400, depth loss = 0.997, time = 1.383
Epoch 1/2, Iter 1153/27097, lr 0.001000, train loss = 5.689, depth loss = 1.559, time = 1.244
Epoch 1/2, Iter 1203/27097, lr 0.001000, train loss = 6.630, depth loss = 1.667, time = 1.284
Epoch 1/2, Iter 1253/27097, lr 0.001000, train loss = 21.386, depth loss = 5.862, time = 1.384
Epoch 1/2, Iter 1303/27097, lr 0.001000, train loss = 8.630, depth loss = 2.371, time = 1.233
